Unnamed: 0,shoporder,Model,ACL Machine Fault/Jam,Blade Does Not Pass Front Stop,Clips Out of Specification,Contamination,Continuity Fail,Cosmetic Defect,Damaged Front Blade Pushers,Damaged Harness Cable,Damaged due to Disassembly of Rework Process,Dent,Desired Pattern Not Found,Engineering Sample,Excess Grivory,Faded Logo,Fail Pull Testing,Front Stops Not Touching,Front and Middle Stops Not Touching,Fuse Switch,High Jaw Force,High Jaw Gap,Incorrect Configuration,Incorrect Insulation Orientation,Incorrect Soldered Latis Location,Incorrect/Missing Weld,Insulation Damage,Jaw Short,Label Wrinkled,Loose Knob Collar,Low Jaw Force,Low Jaw Gap,Middle Stops Not Touching,Misfeed,Open Handle,Opened Bag,Particulate Matter,Pin Hole Too Small,RF Firing Fail,Rough Jaw Actuation,Rough Knob Rotation,Scratched Logo,Squeaky Blade,Stuck Blade,Unable To Insert Blade Guide,Wire Exposure
15,1512025,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,2.0,0.0,0,0.0,2.0,0.0,0,0,0.0,11.0,1,0,0,0,0,0,0,0.0,0,0,0,2.0,0,0
31,1524588,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0
67,1473554,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,9.0,0.0,0,0.0,2.0,1.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,42.0,0,2
166,1490056,EB214,0,0.0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,14.0,0,0
179,1479547,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
221,1495283,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,2.0,0,2,0,0.0,5.0,2.0,0,0.0,1.0,2.0,0,0,0.0,21.0,0,0,0,0,0,0,0,2.0,0,0,0,22.0,0,0
249,1501521,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,8.0,0.0,0,0.0,0.0,5.0,0,0,0.0,26.0,0,0,0,0,0,0,0,2.0,0,0,0,5.0,0,1
327,1438535,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
385,1444810,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
482,1456327,EB214,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
595,1469628,EB214,0,1.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,2,0,0.0,21.0,0.0,0,0.0,0.0,1.0,0,0,0.0,12.0,0,0,0,0,0,0,0,0.5,0,0,0,46.0,0,2
