Unnamed: 0,shoporder,Model,ACL Machine Fault/Jam,Blade Does Not Pass Front Stop,Clips Out of Specification,Contamination,Continuity Fail,Cosmetic Defect,Damaged Front Blade Pushers,Damaged Harness Cable,Damaged due to Disassembly of Rework Process,Dent,Desired Pattern Not Found,Engineering Sample,Excess Grivory,Faded Logo,Fail Pull Testing,Front Stops Not Touching,Front and Middle Stops Not Touching,Fuse Switch,High Jaw Force,High Jaw Gap,Incorrect Configuration,Incorrect Insulation Orientation,Incorrect Soldered Latis Location,Incorrect/Missing Weld,Insulation Damage,Jaw Short,Label Wrinkled,Loose Knob Collar,Low Jaw Force,Low Jaw Gap,Middle Stops Not Touching,Misfeed,Open Handle,Opened Bag,Particulate Matter,Pin Hole Too Small,RF Firing Fail,Rough Jaw Actuation,Rough Knob Rotation,Scratched Logo,Squeaky Blade,Stuck Blade,Unable To Insert Blade Guide,Wire Exposure
439,1452636,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,6.0,1.0,0.0,0,0.0,3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
692,1411024,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
703,1410531,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
751,1416618,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0
843,1428554,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
867,1423264,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
940,1437083,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2.0,0,0,0,0,0,0,0,0.0,0,0,0,2.0,0,0
1046,1382587,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1052,1382771,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,13,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1061,1388811,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
1070,1389582,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1075,1389998,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1102,1392006,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,1.0,0,0,0.0,4.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
1124,1395746,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,6.5,0,0,0,4.5,0.0,0.0,0,0.0,0.0,2.5,0,0,0.0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
1189,1400285,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1248,1346126,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,25,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1256,1346034,EB017,0,0.0,0,0.0,0,0,0,0,32.0,0,0,0,0,0,0,0.0,0,0,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1273,1348911,EB017,0,0.0,0,0.0,0,0,0,0,11.0,0,0,0,0,0,0,3.0,0,0,0,13.0,1.0,0.0,0,0.0,4.0,1.0,0,0,0.0,15.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
1296,1350835,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1297,1351186,EB017,0,0.0,0,0.0,2,0,0,0,10.5,0,0,0,0,0,0,0.0,0,0,1,22.0,0.0,0.0,0,0.0,9.0,2.0,0,0,0.0,15.0,0,0,0,0,0,0,0,8.0,0,0,0,17.0,0,0
1303,1352976,EB017,0,0.0,0,0.0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,0,0,23.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,4.0,0,0,0,0,0,0,0,21.0,0,0,0,23.0,0,0
1313,1353283,EB017,0,0.0,0,0.0,1,0,0,0,9.0,0,0,0,0,0,0,0.0,0,0,0,3.0,0.0,0.0,0,0.0,3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
1353,1357559,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1459,1365191,EB017,0,0.0,0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,0.0,0,0,0,6.0,2.0,0.0,0,0.0,4.0,6.0,0,0,0.0,24.0,0,0,0,0,0,0,0,59.0,0,0,0,4.0,0,0
1480,1366782,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1535,1373613,EB017,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
